geo,year,month,nights_spent,lag_1m,lag_12m
PL,2020,9,56593.0,409842.0,62321.0
PL,2020,10,10252.0,56593.0,7596.0
PL,2020,11,766.0,10252.0,2226.0
PL,2020,12,320.0,766.0,1354.0
PL,2021,1,910.0,320.0,1299.0
PL,2021,2,370.0,910.0,1086.0
PL,2021,3,673.0,370.0,756.0
PL,2021,4,551.0,673.0,100.0
PL,2021,5,22004.0,551.0,6642.0
PL,2021,6,125902.0,22004.0,93632.0
PL,2021,7,475297.0,125902.0,393773.0
PL,2021,8,395464.0,475297.0,409842.0
PL,2021,9,48903.0,395464.0,56593.0
PL,2021,10,8277.0,48903.0,10252.0
PL,2021,11,3659.0,8277.0,766.0
PL,2021,12,3266.0,3659.0,320.0
PL,2022,1,1570.0,3266.0,910.0
PL,2022,2,2462.0,1570.0,370.0
PL,2022,3,3907.0,2462.0,673.0
PL,2022,4,9836.0,3907.0,551.0
PL,2022,5,31122.0,9836.0,22004.0
PL,2022,6,155586.0,31122.0,125902.0
PL,2022,7,452336.0,155586.0,475297.0
PL,2022,8,418654.0,452336.0,395464.0
PL,2022,9,47346.0,418654.0,48903.0
PL,2022,10,14897.0,47346.0,8277.0
PL,2022,11,3343.0,14897.0,3659.0
PL,2022,12,3085.0,3343.0,3266.0
PL,2023,1,1893.0,3085.0,1570.0
PL,2023,2,2080.0,1893.0,2462.0
PL,2023,3,3397.0,2080.0,3907.0
PL,2023,4,11153.0,3397.0,9836.0
PL,2023,5,43721.0,11153.0,31122.0
PL,2023,6,148800.0,43721.0,155586.0
PL,2023,7,434579.0,148800.0,452336.0
PL,2023,8,367801.0,434579.0,418654.0
PL,2023,9,80399.0,367801.0,47346.0
PL,2023,10,17400.0,80399.0,14897.0
PL,2023,11,4444.0,17400.0,3343.0
PL,2023,12,4394.0,4444.0,3085.0
PL,2024,1,2585.0,4394.0,1893.0
PL,2024,2,2589.0,2585.0,2080.0
PL,2024,3,5600.0,2589.0,3397.0
PL,2024,4,8992.0,5600.0,11153.0
PL,2024,5,81096.0,8992.0,43721.0
PL,2024,6,166496.0,81096.0,148800.0
PL,2024,7,480717.0,166496.0,434579.0
PL,2024,8,484877.0,480717.0,367801.0
PL,2024,9,81262.0,484877.0,80399.0
PL,2024,10,13744.0,81262.0,17400.0
PL,2024,11,4778.0,13744.0,4444.0
PL,2024,12,4163.0,4778.0,4394.0
PL,2025,1,3412.0,4163.0,2585.0
PL,2025,2,3542.0,3412.0,2589.0
PL,2025,3,3993.0,3542.0,5600.0
PL,2025,4,12552.0,3993.0,8992.0
PL,2025,5,49346.0,12552.0,81096.0
PL,2025,6,165270.0,49346.0,166496.0
PL,2025,7,404239.0,165270.0,480717.0
PL,2025,8,427668.0,404239.0,484877.0
PL,2025,9,66769.0,427668.0,81262.0
PL,2025,10,12069.0,66769.0,13744.0
PL,2025,11,4688.0,12069.0,4778.0
PL,2025,12,4142.0,4688.0,4163.0
PL,2026,1,2986.0,4142.0,3412.0
PL,2026,2,2924.0,2986.0,3542.0
PL,2026,3,4091.0,2924.0,3993.0
PL,2026,4,8428.0,4091.0,12552.0
PL,2026,5,8428.0,8428.0,49346.0
PL,2026,6,8428.0,8428.0,165270.0
PL,2026,7,8428.0,8428.0,404239.0
PL,2026,8,8428.0,8428.0,427668.0
PL,2026,9,8428.0,8428.0,66769.0
PL,2026,10,8428.0,8428.0,12069.0
PL,2026,11,8428.0,8428.0,4688.0
PL,2026,12,8428.0,8428.0,4142.0
PT,2011,1,176166.0,176166.0,176166.0
PT,2011,2,176166.0,176166.0,176166.0
PT,2011,3,176166.0,176166.0,176166.0
PT,2011,4,176166.0,176166.0,176166.0
PT,2011,5,176166.0,176166.0,176166.0
PT,2011,6,176166.0,176166.0,176166.0
PT,2011,7,176166.0,176166.0,176166.0
PT,2011,8,176166.0,176166.0,176166.0
PT,2011,9,176166.0,176166.0,176166.0
PT,2011,10,176166.0,176166.0,176166.0
PT,2011,11,176166.0,176166.0,176166.0
PT,2011,12,176166.0,176166.0,176166.0
PT,2012,1,176166.0,176166.0,176166.0
PT,2012,2,187423.0,176166.0,176166.0
PT,2012,3,250955.0,187423.0,176166.0
PT,2012,4,247664.0,250955.0,176166.0
PT,2012,5,272308.0,247664.0,176166.0
PT,2012,6,551223.0,272308.0,176166.0
PT,2012,7,1180280.0,551223.0,176166.0
PT,2012,8,2063383.0,1180280.0,176166.0
PT,2012,9,761444.0,2063383.0,176166.0
PT,2012,10,230485.0,761444.0,176166.0
PT,2012,11,159438.0,230485.0,176166.0
PT,2012,12,144264.0,159438.0,176166.0
PT,2013,1,136931.0,144264.0,176166.0
PT,2013,2,153068.0,136931.0,187423.0
PT,2013,3,175558.0,153068.0,250955.0
PT,2013,4,179283.0,175558.0,247664.0
PT,2013,5,254094.0,179283.0,272308.0
PT,2013,6,456971.0,254094.0,551223.0
PT,2013,7,1056741.0,456971.0,1180280.0
PT,2013,8,2072174.0,1056741.0,2063383.0
PT,2013,9,587010.0,2072174.0,761444.0
PT,2013,10,219441.0,587010.0,230485.0
PT,2013,11,168269.0,219441.0,159438.0
PT,2013,12,152346.0,168269.0,144264.0
PT,2014,1,162104.0,152346.0,136931.0
PT,2014,2,158982.0,162104.0,153068.0
PT,2014,3,196391.0,158982.0,175558.0
PT,2014,4,234800.0,196391.0,179283.0
PT,2014,5,270401.0,234800.0,254094.0
PT,2014,6,435289.0,270401.0,456971.0
PT,2014,7,1035153.0,435289.0,1056741.0
PT,2014,8,1961770.0,1035153.0,2072174.0
PT,2014,9,575676.0,1961770.0,587010.0
PT,2014,10,263513.0,575676.0,219441.0
PT,2014,11,172212.0,263513.0,168269.0
PT,2014,12,174834.0,172212.0,152346.0
PT,2015,1,170696.0,174834.0,162104.0
PT,2015,2,179233.0,170696.0,158982.0
PT,2015,3,225812.0,179233.0,196391.0
PT,2015,4,249114.0,225812.0,234800.0
PT,2015,5,331549.0,249114.0,270401.0
PT,2015,6,482822.0,331549.0,435289.0
PT,2015,7,1096256.0,482822.0,1035153.0
PT,2015,8,1886164.0,1096256.0,1961770.0
PT,2015,9,599473.0,1886164.0,575676.0
PT,2015,10,244012.0,599473.0,263513.0
PT,2015,11,159536.0,244012.0,172212.0
PT,2015,12,157640.0,159536.0,174834.0
PT,2016,1,186080.0,157640.0,170696.0
PT,2016,2,199331.0,186080.0,179233.0
PT,2016,3,247372.0,199331.0,225812.0
PT,2016,4,231973.0,247372.0,249114.0
PT,2016,5,332879.0,231973.0,331549.0
PT,2016,6,561632.0,332879.0,482822.0
PT,2016,7,1338705.0,561632.0,1096256.0
PT,2016,8,2127111.0,1338705.0,1886164.0
PT,2016,9,720314.0,2127111.0,599473.0
PT,2016,10,303336.0,720314.0,244012.0
PT,2016,11,192123.0,303336.0,159536.0
PT,2016,12,171396.0,192123.0,157640.0
PT,2017,1,183133.0,171396.0,186080.0
PT,2017,2,199115.0,183133.0,199331.0
PT,2017,3,220510.0,199115.0,247372.0
PT,2017,4,335066.0,220510.0,231973.0
PT,2017,5,325640.0,335066.0,332879.0
PT,2017,6,556212.0,325640.0,561632.0
PT,2017,7,1231591.0,556212.0,1338705.0
PT,2017,8,2088477.0,1231591.0,2127111.0
PT,2017,9,689248.0,2088477.0,720314.0
PT,2017,10,334880.0,689248.0,303336.0
PT,2017,11,205587.0,334880.0,192123.0
PT,2017,12,207098.0,205587.0,171396.0
PT,2018,1,208314.0,207098.0,183133.0
PT,2018,2,226169.0,208314.0,199115.0
PT,2018,3,249218.0,226169.0,220510.0
PT,2018,4,258042.0,249218.0,335066.0
PT,2018,5,364128.0,258042.0,325640.0
PT,2018,6,530415.0,364128.0,556212.0
PT,2018,7,1284675.0,530415.0,1231591.0
PT,2018,8,2155097.0,1284675.0,2088477.0
PT,2018,9,753673.0,2155097.0,689248.0
PT,2018,10,382906.0,753673.0,334880.0
PT,2018,11,210730.0,382906.0,205587.0
PT,2018,12,217441.0,210730.0,207098.0
PT,2019,1,216458.0,217441.0,208314.0
PT,2019,2,231172.0,216458.0,226169.0
PT,2019,3,284117.0,231172.0,249218.0
PT,2019,4,339657.0,284117.0,258042.0
PT,2019,5,375900.0,339657.0,364128.0
PT,2019,6,613915.0,375900.0,530415.0
PT,2019,7,1210093.0,613915.0,1284675.0
PT,2019,8,2105630.0,1210093.0,2155097.0
PT,2019,9,758791.0,2105630.0,753673.0
PT,2019,10,352316.0,758791.0,382906.0
PT,2019,11,225538.0,352316.0,210730.0
PT,2019,12,228051.0,225538.0,217441.0
PT,2020,1,259775.0,228051.0,216458.0
PT,2020,2,287279.0,259775.0,231172.0
PT,2020,3,197683.0,287279.0,284117.0
PT,2020,4,19270.0,197683.0,339657.0
PT,2020,5,69037.0,19270.0,375900.0
PT,2020,6,331021.0,69037.0,613915.0
PT,2020,7,703835.0,331021.0,1210093.0
PT,2020,8,1231979.0,703835.0,2105630.0
PT,2020,9,542001.0,1231979.0,758791.0
PT,2020,10,275472.0,542001.0,352316.0
PT,2020,11,166404.0,275472.0,225538.0
PT,2020,12,153757.0,166404.0,228051.0
PT,2021,1,132867.0,153757.0,259775.0
PT,2021,2,105270.0,132867.0,287279.0
PT,2021,3,129451.0,105270.0,197683.0
PT,2021,4,149910.0,129451.0,19270.0
PT,2021,5,240879.0,149910.0,69037.0
PT,2021,6,424400.0,240879.0,331021.0
PT,2021,7,821442.0,424400.0,703835.0
PT,2021,8,1485068.0,821442.0,1231979.0
PT,2021,9,626957.0,1485068.0,542001.0
PT,2021,10,381856.0,626957.0,275472.0
PT,2021,11,238727.0,381856.0,166404.0
PT,2021,12,204430.0,238727.0,153757.0
PT,2022,1,214248.0,204430.0,132867.0
PT,2022,2,230881.0,214248.0,105270.0
PT,2022,3,253811.0,230881.0,129451.0
PT,2022,4,353653.0,253811.0,149910.0
PT,2022,5,424899.0,353653.0,240879.0
PT,2022,6,611129.0,424899.0,424400.0
PT,2022,7,1208652.0,611129.0,821442.0
PT,2022,8,1919756.0,1208652.0,1485068.0
PT,2022,9,706417.0,1919756.0,626957.0
PT,2022,10,371537.0,706417.0,381856.0
PT,2022,11,243596.0,371537.0,238727.0
PT,2022,12,225271.0,243596.0,204430.0
PT,2023,1,251293.0,225271.0,214248.0
PT,2023,2,286419.0,251293.0,230881.0
PT,2023,3,290426.0,286419.0,253811.0
PT,2023,4,486921.0,290426.0,353653.0
PT,2023,5,468469.0,486921.0,424899.0
PT,2023,6,586569.0,468469.0,611129.0
PT,2023,7,1241499.0,586569.0,1208652.0
PT,2023,8,1947146.0,1241499.0,1919756.0
PT,2023,9,722250.0,1947146.0,706417.0
PT,2023,10,416707.0,722250.0,371537.0
PT,2023,11,238868.0,416707.0,243596.0
PT,2023,12,251892.0,238868.0,225271.0
PT,2024,1,246612.0,251892.0,251293.0
PT,2024,2,277477.0,246612.0,286419.0
PT,2024,3,337732.0,277477.0,290426.0
PT,2024,4,387454.0,337732.0,486921.0
PT,2024,5,505824.0,387454.0,468469.0
PT,2024,6,615835.0,505824.0,586569.0
PT,2024,7,1189956.0,615835.0,1241499.0
PT,2024,8,1992583.0,1189956.0,1947146.0
PT,2024,9,726950.0,1992583.0,722250.0
PT,2024,10,379415.0,726950.0,416707.0
PT,2024,11,274928.0,379415.0,238868.0
PT,2024,12,266127.0,274928.0,251892.0
PT,2025,1,254708.0,266127.0,246612.0
PT,2025,2,265235.0,254708.0,277477.0
PT,2025,3,306189.0,265235.0,337732.0
PT,2025,4,411619.0,306189.0,387454.0
PT,2025,5,473231.0,411619.0,505824.0
PT,2025,6,708904.0,473231.0,615835.0
PT,2025,7,1117632.0,708904.0,1189956.0
PT,2025,8,1857491.0,1117632.0,1992583.0
PT,2025,9,732920.0,1857491.0,726950.0
PT,2025,10,420826.0,732920.0,379415.0
PT,2025,11,256769.0,420826.0,274928.0
PT,2025,12,256685.0,256769.0,266127.0
PT,2026,1,255812.0,256685.0,254708.0
PT,2026,2,210734.0,255812.0,265235.0
PT,2026,3,277067.0,210734.0,306189.0
PT,2026,4,383377.0,277067.0,411619.0
PT,2026,5,383377.0,383377.0,473231.0
PT,2026,6,383377.0,383377.0,708904.0
PT,2026,7,383377.0,383377.0,1117632.0
PT,2026,8,383377.0,383377.0,1857491.0
PT,2026,9,383377.0,383377.0,732920.0
PT,2026,10,383377.0,383377.0,420826.0
PT,2026,11,383377.0,383377.0,256769.0
PT,2026,12,383377.0,383377.0,256685.0
RO,2011,1,454.0,454.0,454.0
RO,2011,2,454.0,454.0,454.0
RO,2011,3,454.0,454.0,454.0
RO,2011,4,454.0,454.0,454.0
RO,2011,5,454.0,454.0,454.0
RO,2011,6,454.0,454.0,454.0
RO,2011,7,454.0,454.0,454.0
RO,2011,8,454.0,454.0,454.0
RO,2011,9,454.0,454.0,454.0
RO,2011,10,454.0,454.0,454.0
RO,2011,11,454.0,454.0,454.0
RO,2011,12,454.0,454.0,454.0
RO,2012,1,454.0,454.0,454.0
RO,2012,2,349.0,454.0,454.0
RO,2012,3,619.0,349.0,454.0
RO,2012,4,8861.0,619.0,454.0
RO,2012,5,11554.0,8861.0,454.0
RO,2012,6,40839.0,11554.0,454.0
RO,2012,7,73777.0,40839.0,454.0
RO,2012,8,98445.0,73777.0,454.0
RO,2012,9,15742.0,98445.0,454.0
RO,2012,10,8288.0,15742.0,454.0
RO,2012,11,946.0,8288.0,454.0
RO,2012,12,520.0,946.0,454.0
RO,2013,1,412.0,520.0,454.0
RO,2013,2,336.0,412.0,349.0
RO,2013,3,688.0,336.0,619.0
RO,2013,4,5978.0,688.0,8861.0
RO,2013,5,11898.0,5978.0,11554.0
RO,2013,6,30106.0,11898.0,40839.0
RO,2013,7,64307.0,30106.0,73777.0
RO,2013,8,85461.0,64307.0,98445.0
RO,2013,9,14710.0,85461.0,15742.0
RO,2013,10,7103.0,14710.0,8288.0
RO,2013,11,960.0,7103.0,946.0
RO,2013,12,911.0,960.0,520.0
RO,2014,1,638.0,911.0,412.0
RO,2014,2,531.0,638.0,336.0
RO,2014,3,529.0,531.0,688.0
RO,2014,4,794.0,529.0,5978.0
RO,2014,5,2399.0,794.0,11898.0
RO,2014,6,18655.0,2399.0,30106.0
RO,2014,7,51376.0,18655.0,64307.0
RO,2014,8,74418.0,51376.0,85461.0
RO,2014,9,4858.0,74418.0,14710.0
RO,2014,10,1224.0,4858.0,7103.0
RO,2014,11,1192.0,1224.0,960.0
RO,2014,12,525.0,1192.0,911.0
RO,2015,1,362.0,525.0,638.0
RO,2015,2,688.0,362.0,531.0
RO,2015,3,610.0,688.0,529.0
RO,2015,4,2008.0,610.0,794.0
RO,2015,5,11586.0,2008.0,2399.0
RO,2015,6,28852.0,11586.0,18655.0
RO,2015,7,90855.0,28852.0,51376.0
RO,2015,8,109677.0,90855.0,74418.0
RO,2015,9,9421.0,109677.0,4858.0
RO,2015,10,1514.0,9421.0,1224.0
RO,2015,11,963.0,1514.0,1192.0
RO,2015,12,1199.0,963.0,525.0
RO,2016,1,1004.0,1199.0,362.0
RO,2016,2,291.0,1004.0,688.0
RO,2016,3,352.0,291.0,610.0
RO,2016,4,1077.0,352.0,2008.0
RO,2016,5,4360.0,1077.0,11586.0
RO,2016,6,30764.0,4360.0,28852.0
RO,2016,7,80500.0,30764.0,90855.0
RO,2016,8,99064.0,80500.0,109677.0
RO,2016,9,14435.0,99064.0,9421.0
RO,2016,10,868.0,14435.0,1514.0
RO,2016,11,602.0,868.0,963.0
RO,2016,12,1395.0,602.0,1199.0
RO,2017,1,612.0,1395.0,1004.0
RO,2017,2,256.0,612.0,291.0
RO,2017,3,584.0,256.0,352.0
RO,2017,4,1767.0,584.0,1077.0
RO,2017,5,11594.0,1767.0,4360.0
RO,2017,6,37069.0,11594.0,30764.0
RO,2017,7,92835.0,37069.0,80500.0
RO,2017,8,107723.0,92835.0,99064.0
RO,2017,9,16740.0,107723.0,14435.0
RO,2017,10,1337.0,16740.0,868.0
RO,2017,11,824.0,1337.0,602.0
RO,2017,12,1215.0,824.0,1395.0
RO,2018,1,668.0,1215.0,612.0
RO,2018,2,596.0,668.0,256.0
RO,2018,3,736.0,596.0,584.0
RO,2018,4,3134.0,736.0,1767.0
RO,2018,5,9353.0,3134.0,11594.0
RO,2018,6,24967.0,9353.0,37069.0
RO,2018,7,82581.0,24967.0,92835.0
RO,2018,8,90348.0,82581.0,107723.0
RO,2018,9,22672.0,90348.0,16740.0
RO,2018,10,3588.0,22672.0,1337.0
RO,2018,11,1655.0,3588.0,824.0
RO,2018,12,2186.0,1655.0,1215.0
RO,2019,1,1009.0,2186.0,668.0
RO,2019,2,973.0,1009.0,596.0
RO,2019,3,1144.0,973.0,736.0
RO,2019,4,3788.0,1144.0,3134.0
RO,2019,5,7491.0,3788.0,9353.0
RO,2019,6,34203.0,7491.0,24967.0
RO,2019,7,115060.0,34203.0,82581.0
RO,2019,8,139039.0,115060.0,90348.0
RO,2019,9,19787.0,139039.0,22672.0
RO,2019,10,3112.0,19787.0,3588.0
RO,2019,11,2350.0,3112.0,1655.0
RO,2019,12,3119.0,2350.0,2186.0
RO,2020,1,1913.0,3119.0,1009.0
RO,2020,2,1217.0,1913.0,973.0
RO,2020,3,470.0,1217.0,1144.0
RO,2020,4,470.0,470.0,3788.0
RO,2020,5,75.0,470.0,7491.0
RO,2020,6,16575.0,75.0,34203.0
RO,2020,7,91535.0,16575.0,115060.0
RO,2020,8,117869.0,91535.0,139039.0
RO,2020,9,31009.0,117869.0,19787.0
RO,2020,10,4393.0,31009.0,3112.0
RO,2020,11,2006.0,4393.0,2350.0
RO,2020,12,1913.0,2006.0,3119.0
RO,2021,1,1378.0,1913.0,1913.0
RO,2021,2,982.0,1378.0,1217.0
RO,2021,3,1376.0,982.0,470.0
RO,2021,4,5490.0,1376.0,470.0
RO,2021,5,5799.0,5490.0,75.0
RO,2021,6,10974.0,5799.0,16575.0
RO,2021,7,73384.0,10974.0,91535.0
RO,2021,8,100847.0,73384.0,117869.0
RO,2021,9,13993.0,100847.0,31009.0
RO,2021,10,3276.0,13993.0,4393.0
RO,2021,11,2382.0,3276.0,2006.0
RO,2021,12,2166.0,2382.0,1913.0
RO,2022,1,1299.0,2166.0,1378.0
RO,2022,2,1269.0,1299.0,982.0
RO,2022,3,1188.0,1269.0,1376.0
RO,2022,4,3436.0,1188.0,5490.0
RO,2022,5,10973.0,3436.0,5799.0
RO,2022,6,22718.0,10973.0,10974.0
RO,2022,7,78212.0,22718.0,73384.0
RO,2022,8,106552.0,78212.0,100847.0
RO,2022,9,19152.0,106552.0,13993.0
RO,2022,10,5603.0,19152.0,3276.0
RO,2022,11,2292.0,5603.0,2382.0
RO,2022,12,3795.0,2292.0,2166.0
RO,2023,1,127246.0,3795.0,1299.0
RO,2023,2,136451.0,127246.0,1269.0
RO,2023,3,125080.0,136451.0,1188.0
RO,2023,4,5246.0,125080.0,3436.0
RO,2023,5,174796.0,5246.0,10973.0
RO,2023,6,31970.0,174796.0,22718.0
RO,2023,7,70822.0,31970.0,78212.0
RO,2023,8,92672.0,70822.0,106552.0
RO,2023,9,20629.0,92672.0,19152.0
RO,2023,10,7015.0,20629.0,5603.0
RO,2023,11,4286.0,7015.0,2292.0
RO,2023,12,5028.0,4286.0,3795.0
RO,2024,1,3519.0,5028.0,127246.0
RO,2024,2,4077.0,3519.0,136451.0
RO,2024,3,3412.0,4077.0,125080.0
RO,2024,4,5620.0,3412.0,5246.0
RO,2024,5,11031.0,5620.0,174796.0
RO,2024,6,27961.0,11031.0,31970.0
RO,2024,7,103648.0,27961.0,70822.0
RO,2024,8,144274.0,103648.0,92672.0
RO,2024,9,30831.0,144274.0,20629.0
RO,2024,10,7417.0,30831.0,7015.0
RO,2024,11,4762.0,7417.0,4286.0
RO,2024,12,5137.0,4762.0,5028.0
RO,2025,1,4376.0,5137.0,3519.0
RO,2025,2,3977.0,4376.0,4077.0
RO,2025,3,3334.0,3977.0,3412.0
RO,2025,4,6728.0,3334.0,5620.0
RO,2025,5,12978.0,6728.0,11031.0
RO,2025,6,26751.0,12978.0,27961.0
RO,2025,7,89414.0,26751.0,103648.0
RO,2025,8,108036.0,89414.0,144274.0
RO,2025,9,36298.0,108036.0,30831.0
RO,2025,10,8509.0,36298.0,7417.0
RO,2025,11,5800.0,8509.0,4762.0
RO,2025,12,6038.0,5800.0,5137.0
RO,2026,1,5143.0,6038.0,4376.0
RO,2026,2,4237.0,5143.0,3977.0
RO,2026,3,4863.0,4237.0,3334.0
RO,2026,4,8551.0,4863.0,6728.0
RO,2026,5,8551.0,8551.0,12978.0
RO,2026,6,8551.0,8551.0,26751.0
RO,2026,7,8551.0,8551.0,89414.0
RO,2026,8,8551.0,8551.0,108036.0
RO,2026,9,8551.0,8551.0,36298.0
RO,2026,10,8551.0,8551.0,8509.0
RO,2026,11,8551.0,8551.0,5800.0
RO,2026,12,8551.0,8551.0,6038.0
RS,2011,1,1220.0,1220.0,1220.0
RS,2011,2,1220.0,1220.0,1220.0
RS,2011,3,1220.0,1220.0,1220.0
RS,2011,4,1220.0,1220.0,1220.0
RS,2011,5,1220.0,1220.0,1220.0
RS,2011,6,1220.0,1220.0,1220.0
RS,2011,7,1220.0,1220.0,1220.0
RS,2011,8,1220.0,1220.0,1220.0
RS,2011,9,1220.0,1220.0,1220.0
RS,2011,10,1220.0,1220.0,1220.0
RS,2011,11,1220.0,1220.0,1220.0
RS,2011,12,1220.0,1220.0,1220.0
RS,2012,1,1220.0,1220.0,1220.0
RS,2012,2,1220.0,1220.0,1220.0
RS,2012,3,1220.0,1220.0,1220.0
RS,2012,4,1220.0,1220.0,1220.0
RS,2012,5,1220.0,1220.0,1220.0
RS,2012,6,1544.0,1220.0,1220.0
RS,2012,7,25313.0,1544.0,1220.0
RS,2012,8,3435.0,25313.0,1220.0
RS,2012,9,1412.0,3435.0,1220.0
RS,2012,10,1353.0,1412.0,1220.0
RS,2012,11,1353.0,1353.0,1220.0
RS,2012,12,1353.0,1353.0,1220.0
RS,2013,1,1353.0,1353.0,1220.0
RS,2013,2,1353.0,1353.0,1220.0
RS,2013,3,1353.0,1353.0,1220.0
RS,2013,4,1353.0,1353.0,1220.0
RS,2013,5,1212.0,1353.0,1220.0
RS,2013,6,1682.0,1212.0,1544.0
RS,2013,7,25889.0,1682.0,25313.0
RS,2013,8,3715.0,25889.0,3435.0
RS,2013,9,1548.0,3715.0,1412.0
RS,2013,10,1382.0,1548.0,1353.0
RS,2013,11,1382.0,1382.0,1353.0
RS,2013,12,1382.0,1382.0,1353.0
RS,2014,1,1382.0,1382.0,1353.0
RS,2014,2,1382.0,1382.0,1353.0
RS,2014,3,1382.0,1382.0,1353.0
RS,2014,4,405.0,1382.0,1353.0
RS,2014,5,1087.0,405.0,1212.0
RS,2014,6,1945.0,1087.0,1682.0
RS,2014,7,27438.0,1945.0,25889.0
RS,2014,8,4301.0,27438.0,3715.0
RS,2014,9,1448.0,4301.0,1548.0
RS,2014,10,1237.0,1448.0,1382.0
RS,2014,11,1237.0,1237.0,1382.0
RS,2014,12,1237.0,1237.0,1382.0
RS,2015,1,1237.0,1237.0,1382.0
RS,2015,2,1237.0,1237.0,1382.0
RS,2015,3,1237.0,1237.0,1382.0
RS,2015,4,1237.0,1237.0,405.0
RS,2015,5,1611.0,1237.0,1087.0
RS,2015,6,1765.0,1611.0,1945.0
RS,2015,7,30438.0,1765.0,27438.0
RS,2015,8,5046.0,30438.0,4301.0
RS,2015,9,1450.0,5046.0,1448.0
RS,2015,10,1145.0,1450.0,1237.0
RS,2015,11,1145.0,1145.0,1237.0
RS,2015,12,1145.0,1145.0,1237.0
RS,2016,1,1145.0,1145.0,1237.0
RS,2016,2,1145.0,1145.0,1237.0
RS,2016,3,1145.0,1145.0,1237.0
RS,2016,4,1145.0,1145.0,1237.0
RS,2016,5,1387.0,1145.0,1611.0
RS,2016,6,1593.0,1387.0,1765.0
RS,2016,7,25228.0,1593.0,30438.0
RS,2016,8,12562.0,25228.0,5046.0
RS,2016,9,1223.0,12562.0,1450.0
RS,2016,10,163.0,1223.0,1145.0
RS,2016,11,163.0,163.0,1145.0
RS,2016,12,163.0,163.0,1145.0
RS,2017,1,163.0,163.0,1145.0
RS,2017,2,163.0,163.0,1145.0
RS,2017,3,163.0,163.0,1145.0
RS,2017,4,583.0,163.0,1145.0
RS,2017,5,4506.0,583.0,1387.0
RS,2017,6,4394.0,4506.0,1593.0
RS,2017,7,21750.0,4394.0,25228.0
RS,2017,8,12070.0,21750.0,12562.0
RS,2017,9,2806.0,12070.0,1223.0
RS,2017,10,893.0,2806.0,163.0
RS,2017,11,893.0,893.0,163.0
RS,2017,12,893.0,893.0,163.0
RS,2018,1,893.0,893.0,163.0
RS,2018,2,893.0,893.0,163.0
RS,2018,3,893.0,893.0,163.0
RS,2018,4,54.0,893.0,583.0
RS,2018,5,7096.0,54.0,4506.0
RS,2018,6,6115.0,7096.0,4394.0
RS,2018,7,14774.0,6115.0,21750.0
RS,2018,8,18721.0,14774.0,12070.0
RS,2018,9,3347.0,18721.0,2806.0
RS,2018,10,1306.0,3347.0,893.0
RS,2018,11,1306.0,1306.0,893.0
RS,2018,12,1306.0,1306.0,893.0
RS,2019,1,1306.0,1306.0,893.0
RS,2019,2,1306.0,1306.0,893.0
RS,2019,3,127.0,1306.0,893.0
RS,2019,4,139.0,127.0,54.0
RS,2019,5,1619.0,139.0,7096.0
RS,2019,6,2099.0,1619.0,6115.0
RS,2019,7,13026.0,2099.0,14774.0
RS,2019,8,8589.0,13026.0,18721.0
RS,2019,9,5845.0,8589.0,3347.0
RS,2019,10,371.0,5845.0,1306.0
RS,2019,11,371.0,371.0,1306.0
RS,2019,12,371.0,371.0,1306.0
RS,2020,1,371.0,371.0,1306.0
RS,2020,2,371.0,371.0,1306.0
RS,2020,3,371.0,371.0,127.0
RS,2020,4,371.0,371.0,139.0
RS,2020,5,22.0,371.0,1619.0
RS,2020,6,755.0,22.0,2099.0
RS,2020,7,1596.0,755.0,13026.0
RS,2020,8,9588.0,1596.0,8589.0
RS,2020,9,1977.0,9588.0,5845.0
RS,2020,10,8.0,1977.0,371.0
RS,2020,11,8.0,8.0,371.0
RS,2020,12,8.0,8.0,371.0
RS,2021,1,8.0,8.0,371.0
RS,2021,2,8.0,8.0,371.0
RS,2021,3,8.0,8.0,371.0
RS,2021,4,4.0,8.0,371.0
RS,2021,5,342.0,4.0,22.0
RS,2021,6,1164.0,342.0,755.0
RS,2021,7,8707.0,1164.0,1596.0
RS,2021,8,9228.0,8707.0,9588.0
RS,2021,9,3727.0,9228.0,1977.0
RS,2021,10,136.0,3727.0,8.0
RS,2021,11,9.0,136.0,8.0
RS,2021,12,9.0,9.0,8.0
RS,2022,1,452.0,9.0,8.0
RS,2022,2,90.0,452.0,8.0
RS,2022,3,33.0,90.0,8.0
RS,2022,4,939.0,33.0,4.0
RS,2022,5,3750.0,939.0,342.0
RS,2022,6,4870.0,3750.0,1164.0
RS,2022,7,13430.0,4870.0,8707.0
RS,2022,8,13004.0,13430.0,9228.0
RS,2022,9,4185.0,13004.0,3727.0
RS,2022,10,1062.0,4185.0,136.0
RS,2022,11,258.0,1062.0,9.0
RS,2022,12,334.0,258.0,9.0
RS,2023,1,537.0,334.0,452.0
RS,2023,2,311.0,537.0,90.0
RS,2023,3,71.0,311.0,33.0
RS,2023,4,1433.0,71.0,939.0
RS,2023,5,3271.0,1433.0,3750.0
RS,2023,6,3931.0,3271.0,4870.0
RS,2023,7,13074.0,3931.0,13430.0
RS,2023,8,10242.0,13074.0,13004.0
RS,2023,9,5159.0,10242.0,4185.0
RS,2023,10,821.0,5159.0,1062.0
RS,2023,11,115.0,821.0,258.0
RS,2023,12,265.0,115.0,334.0
RS,2024,1,318.0,265.0,537.0
RS,2024,2,324.0,318.0,311.0
